Timestamp,Gender,Age,Education level,Field of occupation,Occupation level,Country of Residence,Which of the following mobile phone app uses AI in its operations,Can an AI tool determine if you have risk of Pneumonia by examining your chest x-rays?,"When you try to unlock your mobile phone using a pin, does an underline AI tool make that decision?",Think about the advertisements you see when you are on the internet. Are those selected by AI tools?,Assume that an AI system makes decisions for you in your day-to-day activities. How important is it to know the reasons behind such decisions?,Assume that an AI system makes decisions for you in your day-to-day activities. When do you need an explanation for such a decision?,A person is discharged from the hospital after a hospital stay of more than a week. An AI system predicts that he will be readmitted within the next 30 days.,An online clothing store recommends dresses to its customer with the help of an AI system. Suppose this system recommends the dress in Figure 1,A company decides the salary of its new recruits using an AI system. For one employee the AI systems decided to pay less than $50k per annum. ,An AI system developed to recognize different pets has recognized the animal in Figure 1 as a Cat.,"Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Financial impact]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Medical impact]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Legal impact]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Social posting  impact (fb/ig)]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Time Wasted]",Which kind of explanations about the AI system would you like to see? ,What kind of explanation is more useful for you?,"Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A surveillance system detecting suspicious person at public places.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A smartwatch detecting Atrial fibrillation (a common heart rhythm disorder that elevates stroke risk) in stroke survivors.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A remote monitoring systems in tunnels alerting maintenance requirements.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [An intelligent virtual assistant helping to operate home appliances.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A parking slot recommendation systems in the city area.]",I expect explanations to be,Are there any comments or concerns you would like to raise about XAI?
5/10/2022 22:56:41,Male,22,Completed Undergraduate Degree,Architecture and Engineering,Unoccupied,Sri Lanka,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(b),(a),5,5,5,5,5,Explanation per decision if requested,An explanation explaining why AI made a certain decision,5,5,5,5,5,Easy to understand - Expect no technical expertise from me,
5/10/2022 22:57:20,Male,20,Completed High School,Architecture and Engineering,Unoccupied,Sri Lanka,Email,I do not know,No,Yes,Important,I need an explanation for both decisions,(b),(b),(a),(a),5,5,5,2,2,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining how you can change AI's decision in the future,4,3,3,3,3,"Easy to understand - Expect no technical expertise from me, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.",
5/10/2022 23:10:34,Male,23,Completed High School,Construction and Extraction,Unoccupied,Sri Lanka,Clock,Yes,No,Yes,Very important,I need an explanation when I get the decision I expected,(a),(a),(a),(a),3,3,3,3,3,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,3,3,3,3,3,Easy to understand - Expect no technical expertise from me,
5/11/2022 0:15:44,Female,24,Completed High School,Computer and Mathematical,Unoccupied,Sri Lanka,None of the above,Yes,I do not know,Yes,Important,I need an explanation when I do not get the decision I expected,(a),(b),(a),(a),1,1,3,2,1,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,1,1,2,3,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Consistent - Provide similar explanations for similar/neighboring examples, I would like to have easy to understand explanations, but with some technical aspects as well., Be transparent about potential biases associated with both the results and explanations",
5/11/2022 1:20:08,Female,22,Completed High School,Healthcare Practitioners and Technical,Entry level,Sri Lanka,Calculator,Yes,No,I do not know,Very important,I need an explanation for both decisions,(b),(b),(b),(a),4,5,4,4,3,"An explanation for every decision made by the AI system - once per decision, Explanation per decision if requested",An explanation explaining how you can change AI's decision in the future,1,3,3,5,2,Easy to understand - Expect no technical expertise from me,
5/11/2022 2:05:12,Male,21,Completed High School,Unoccupied,Unoccupied,Sri Lanka,Email,I do not know,No,Yes,Important,I need an explanation for both decisions,(b),(b),(a),(a),4,4,3,2,5,Explanation per decision if requested,An explanation explaining why AI made a certain decision,4,5,4,3,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Discriminative - State Specific reasons influence the different decisions of AI system, Be transparent about potential biases associated with both the results and explanations, I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.",
5/11/2022 7:58:26,Male,22,Completed High School,Unoccupied,Unoccupied,Sri Lanka,All of the above,I do not know,Yes,Yes,Important,I need an explanation for both decisions,(a),(b),(a),(a),1,1,1,2,1,Explanation per decision if requested,An explanation explaining why AI made a certain decision,3,1,2,3,4,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), It depends on the scenario/context, different scenarios require different explanation level.",
5/11/2022 9:19:10,Male,21,Completed High School,Unoccupied,Unoccupied,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(a),(b),(b),(a),2,1,3,4,5,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,1,2,1,1,2,"Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Interactive - Allow me to understand reasoning of the AI system in different granularities, I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.",None
5/11/2022 11:57:44,Male,22,Completed High School,Computer and Mathematical,Entry level,Sri Lanka,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(a),(a),(a),(a),5,5,5,3,2,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,4,3,3,2,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities",
5/11/2022 18:09:52,Male,24,Completed High School,Computer and Mathematical,Unoccupied,Sri Lanka,None of the above,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(a),1,1,5,1,3,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,1,1,1,1,1,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system",
5/12/2022 0:45:51,Male,22,Completed High School,Unoccupied,Unoccupied,Sri Lanka,Email,Yes,I do not know,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(a),1,1,1,1,1,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining why AI made a certain decision,1,2,1,1,1,"Easy to understand - Expect no technical expertise from me, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity",
5/12/2022 4:26:36,Male,33,Completed Undergraduate Degree,Computer and Mathematical,Middle level,Canada,None of the above,Yes,No,Yes,Important,I need an explanation for both decisions,(b),(b),(b),(a),1,1,1,3,3,Explanation per decision if requested,An explanation explaining why AI made a certain decision,2,1,5,2,5,"Easy to understand - Expect no technical expertise from me, Consistent - Provide similar explanations for similar/neighboring examples, I'd like to see other options that I have in some scenarios (maybe percentage wise)",
5/14/2022 15:38:54,Male,33,Completed Undergraduate Degree,Computer and Mathematical,Management level,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation when I do not get the decision I expected,(b),(b),(b),(b),4,5,5,3,3,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining why AI made a certain decision,3,5,4,3,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, I'd like to see other options that I have in some scenarios (maybe percentage wise), It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations, I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.",
5/17/2022 1:23:38,Male,23,Completed High School,Computer and Mathematical,Unoccupied,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(b),(b),(b),(a),2,2,5,1,1,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining how you can change AI's decision in the future,1,1,1,4,5,"Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations",
